Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
352,Cameron Brate,TB,6,31,TE,TE31,356,356,356,356,356,339
353,Jordan Cameron,MIA,8,34,TE,TE32,null,null,null,null,null,340
354,Aaron Dobson,NE,9,31,WR,WR149,null,null,null,null,null,341
355,Fitzgerald Toussaint,PIT,8,32,RB,RB113,null,null,null,null,null,342
356,Terron Ward,ATL,11,31,RB,RB114,null,null,null,null,null,343
357,Mike Thomas,LAR,8,28,WR,WR150,381,381,381,381,381,344
358,Lorenzo Taliaferro,BAL,8,31,RB,RB115,null,null,null,null,null,345
359,Crockett Gillmore,BAL,8,31,TE,TE33,null,null,null,null,null,346
360,Jesse James,PIT,8,28,TE,TE34,null,null,null,null,null,347
361,Garrett Celek,SF,8,34,TE,TE35,null,null,null,null,null,348
362,Jalston Fowler,TEN,13,28,RB,RB116,null,null,null,null,null,349
363,Josh Hill,NO,5,32,TE,TE36,null,null,null,null,null,350
364,Mack Brown,WAS,9,31,RB,RB117,null,null,null,null,null,351
365,Luke Willson,SEA,5,33,TE,TE37,null,null,null,null,null,352
366,Tyler Higbee,LAR,8,30,TE,TE38,305,305,305,305,305,353
367,Stepfan Taylor,ARI,9,31,RB,RB118,null,null,null,null,null,354
368,Keenan Reynolds,BAL,8,28,WR,WR151,null,null,null,null,null,355
369,Tyreek Hill,KC,5,29,WR,WR152,22.7,22.7,22.7,22.7,22.7,356
370,Danny Vitale,TB,6,29,FB,RB119,null,null,null,null,null,357
371,Stevan Ridley,IND,10,34,RB,RB120,null,null,null,null,null,358
372,Bryan Walters,JAX,5,35,WR,WR153,null,null,null,null,null,359
373,Mychal Rivera,LV,10,32,TE,TE39,null,null,null,null,null,360
374,Aldrick Robinson,ATL,11,34,WR,WR154,null,null,null,null,null,361
375,Lance Kendricks,LAR,8,35,TE,TE40,null,null,null,null,null,362
376,Larry Donnell,NYG,8,34,TE,TE41,null,null,null,null,null,363
377,Kendall Gaskins,SF,8,32,FB,RB121,null,null,null,null,null,364
378,Ladarius Green,PIT,8,32,TE,TE42,null,null,null,null,null,365
379,Will Tye,NYG,8,31,TE,TE43,null,null,null,null,null,366
380,MyCole Pruitt,MIN,6,30,TE,TE44,545,545,545,545,545,367
381,Darren Fells,ARI,9,36,TE,TE45,737,737,737,737,737,368
382,Michael Burton,DET,10,31,FB,RB122,424,424,424,424,424,369
383,Ryan Griffin,HOU,9,33,TE,TE46,427,427,427,427,427,370
384,Bruce Ellington,SF,8,31,WR,WR155,null,null,null,null,null,371
385,Jeff Heuerman,DEN,11,30,TE,TE47,null,null,null,null,null,372
386,Jonathan Grimes,HOU,9,33,RB,RB123,null,null,null,null,null,373
387,Brandon Tate,BUF,10,35,WR,WR156,null,null,null,null,null,374
388,Devin Fuller,ATL,11,29,WR,WR157,null,null,null,null,null,375
389,Jonathan Williams,BUF,10,29,RB,RB124,348,348,348,348,348,376
390,Bobby Rainey,NYG,8,35,RB,RB125,null,null,null,null,null,377
391,Kenny Lawler,SEA,5,28,WR,WR158,null,null,null,null,null,378
392,Jermaine Gresham,ARI,9,34,TE,TE48,null,null,null,null,null,379
393,Malcolm Brown,LAR,8,29,RB,RB126,1948,1948,1948,1948,1948,380
394,Jimmy Garoppolo,NE,9,31,QB,QB37,435,435,435,435,435,381
395,Ryan Hewitt,CIN,9,32,TE,TE49,null,null,null,null,null,382
396,Travaris Cadet,NO,5,34,RB,RB127,null,null,null,null,null,383
397,Geremy Davis,NYG,8,31,WR,WR159,null,null,null,null,null,384
398,Tavarres King,NYG,8,32,WR,WR160,null,null,null,null,null,385
399,Mario Alford,CIN,9,32,WR,WR161,null,null,null,null,null,386
400,Kenny Bell,TB,6,31,WR,WR162,null,null,null,null,null,387
401,Ed Dickson,CAR,7,35,TE,TE50,null,null,null,null,null,388
402,Orleans Darkwa,NYG,8,31,RB,RB128,null,null,null,null,null,389
403,Jim Dray,BUF,10,36,TE,TE51,null,null,null,null,null,390
404,Hunter Henry,LAC,11,28,TE,TE52,136.1,136.1,136.1,136.1,136.1,391
405,Marcedes Lewis,JAX,5,38,TE,TE53,438,438,438,438,438,392
406,DeAndre Smelter,SF,8,31,WR,WR163,null,null,null,null,null,393
407,Jakeem Grant Sr.,MIA,8,30,WR,WR164,null,null,null,null,null,394
408,Jake Kumerow,CIN,9,31,WR,WR165,473,473,473,473,473,395
409,Hakeem Nicks,NO,5,35,WR,WR166,null,null,null,null,null,396
410,Lee Smith,LV,10,35,TE,TE54,null,null,null,null,null,397
411,Mike Davis,SF,8,30,RB,RB129,241,241,241,241,241,398
412,Kerwynn Williams,ARI,9,31,RB,RB130,null,null,null,null,null,399
413,Stedman Bailey,LAR,8,32,WR,WR167,null,null,null,null,null,400
414,Russell Shepard,TB,6,32,WR,WR168,null,null,null,null,null,401
415,Gavin Escobar,DAL,7,32,TE,TE55,null,null,null,null,null,402
416,Tyler Kroft,CIN,9,30,TE,TE56,511,511,511,511,511,403
417,Austin Hooper,ATL,11,28,TE,TE57,316,316,316,316,316,404
418,Dion Sims,MIA,8,32,TE,TE58,null,null,null,null,null,405
419,James O'Shaughnessy,KC,5,31,TE,TE59,818,818,818,818,818,406
420,Tommy Bohanon,NYJ,11,32,FB,RB131,null,null,null,null,null,407
421,Anthony Fasano,TEN,13,38,TE,TE60,null,null,null,null,null,408
422,Griff Whalen,MIA,8,33,WR,WR169,null,null,null,null,null,409
423,Charone Peake,NYJ,11,30,WR,WR170,null,null,null,null,null,410
424,Craig Stevens,TEN,13,38,TE,TE61,null,null,null,null,null,411
425,Marc Mariani,TEN,13,35,WR,WR171,null,null,null,null,null,412
426,Shaun Hill,MIN,6,43,QB,QB38,null,null,null,null,null,413
427,Dwayne Washington,DET,10,28,RB,RB132,359,359,359,359,359,414
428,Rhett Ellison,MIN,6,34,TE,TE62,null,null,null,null,null,415
429,Kellen Davis,NYJ,11,37,TE,TE63,null,null,null,null,null,416
430,Jeremy Ross,NYJ,11,34,WR,WR172,null,null,null,null,null,417
431,Benjamin Watson,BAL,8,42,TE,TE64,null,null,null,null,null,418
432,Brent Celek,PHI,4,38,TE,TE65,null,null,null,null,null,419
433,Rashad Ross,WAS,9,33,WR,WR173,null,null,null,null,null,420
434,Devin Hester,BAL,8,40,WR,WR174,null,null,null,null,null,421
435,Nick Williams,ATL,11,32,WR,WR175,null,null,null,null,null,422
436,James Hanna,DAL,7,33,TE,TE66,null,null,null,null,null,423
437,Damien Williams,MIA,8,30,RB,RB133,202,202,202,202,202,424
438,Tre McBride,TEN,13,30,WR,WR176,null,null,null,null,null,425
439,DuJuan Harris,SF,8,34,RB,RB134,null,null,null,null,null,426
440,Devin Street,NE,9,31,WR,WR177,null,null,null,null,null,427
441,Knile Davis,KC,5,31,RB,RB135,null,null,null,null,null,428
442,Marquez North,LAR,8,27,WR,WR178,null,null,null,null,null,429
443,Maxx Williams,BAL,8,28,TE,TE67,426,426,426,426,426,430
444,Josh McCown,CLE,13,43,QB,QB39,null,null,null,null,null,431
445,Adam Thielen,MIN,6,32,WR,WR179,63.9,63.9,63.9,63.9,63.9,432
446,Cory Harkey,LAR,8,32,TE,TE68,null,null,null,null,null,433
447,Aaron Ripkowski,GB,4,30,FB,RB136,null,null,null,null,null,434
448,Chris Matthews,BAL,8,33,WR,WR180,null,null,null,null,null,435
449,C.J. Fiedorowicz,HOU,9,31,TE,TE69,null,null,null,null,null,436
450,Jordan Payton,CLE,13,29,WR,WR181,null,null,null,null,null,437
451,Vernon Davis,WAS,9,39,TE,TE70,null,null,null,null,null,438
452,Demarcus Robinson,KC,5,28,WR,WR182,253,253,253,253,253,439
453,Brenton Bersin,CAR,7,32,WR,WR183,null,null,null,null,null,440
454,Rex Burkhead,CIN,9,32,RB,RB137,193,193,193,193,193,441
455,Donald Brown,NE,9,35,RB,RB138,null,null,null,null,null,442
456,Zac Stacy,NYJ,11,31,RB,RB139,null,null,null,null,null,443
457,Daniel Thomas,MIA,8,35,RB,RB140,null,null,null,null,null,444
458,Kaelin Clay,BAL,8,31,WR,WR184,null,null,null,null,null,445
459,Jonas Gray,JAX,5,32,RB,RB141,null,null,null,null,null,446
460,James Wright,CIN,9,31,WR,WR185,null,null,null,null,null,447
461,Keshawn Martin,NE,9,32,WR,WR186,null,null,null,null,null,448
462,DeVier Posey,DEN,11,32,WR,WR187,null,null,null,null,null,449
463,Kelvin Taylor,SF,8,29,RB,RB142,null,null,null,null,null,450
464,Malcolm Johnson,CLE,13,30,FB,RB143,null,null,null,null,null,451
465,Brandon Pettigrew,DET,10,38,TE,TE71,null,null,null,null,null,452
466,Brian Hoyer,CHI,9,37,QB,QB40,540,540,540,540,540,453
467,Dres Anderson,SF,8,30,WR,WR188,null,null,null,null,null,454
468,Anthony Sherman,KC,5,34,FB,RB144,null,null,null,null,null,455
469,Blake Bell,SF,8,31,TE,TE72,null,null,null,null,null,456
470,Kolby Listenbee,BUF,10,29,WR,WR189,null,null,null,null,null,457
471,Jarrett Boykin,BUF,10,33,WR,WR190,null,null,null,null,null,458
472,Rod Smith,DAL,7,31,RB,RB145,null,null,null,null,null,459
473,Cedric Peerman,CIN,9,36,RB,RB146,null,null,null,null,null,460
474,Ricardo Louis,CLE,13,28,WR,WR191,null,null,null,null,null,461
475,Keith Mumphery,HOU,9,30,WR,WR192,null,null,null,null,null,462
476,Jerome Felton,BUF,10,36,FB,RB147,null,null,null,null,null,463
477,Brandon Weeden,HOU,9,39,QB,QB41,null,null,null,null,null,464
478,Juwan Thompson,DEN,11,30,RB,RB148,null,null,null,null,null,466
479,Jhurell Pressley,GB,4,30,RB,RB149,null,null,null,null,null,467
480,Austin Johnson,NO,5,33,FB,RB150,null,null,null,null,null,468
481,Demetrius Harris,KC,5,31,TE,TE73,null,null,null,null,null,469
482,Marcus Easley,BUF,10,35,WR,WR193,null,null,null,null,null,470
483,Bradley Marquez,LAR,8,30,WR,WR194,null,null,null,null,null,471
484,Cole Wick,DET,10,29,TE,TE74,null,null,null,null,null,473
485,Roger Lewis,NYG,8,29,WR,WR195,null,null,null,null,null,474
486,Akeem Hunt,HOU,9,30,RB,RB151,null,null,null,null,null,475
487,Blair Walsh,MIN,6,33,K,K12,null,null,null,null,null,477
488,Matt Hazel,MIA,8,31,WR,WR196,null,null,null,null,null,478
489,Deonte Thompson,CHI,9,34,WR,WR197,null,null,null,null,null,479
490,Marcus Murphy,NO,5,31,RB,RB152,null,null,null,null,null,481
491,Teddy Bridgewater,MIN,6,30,QB,QB42,513,513,513,513,513,483
492,Nick Folk,NYJ,11,38,K,K13,454,454,454,454,454,484
493,Mike James,TB,6,31,RB,RB153,null,null,null,null,null,485
494,Chase Reynolds,LAR,8,35,RB,RB154,null,null,null,null,null,486
495,Khari Lee,CHI,9,31,TE,TE75,null,null,null,null,null,487
496,Josh Brown,NYG,8,43,K,K14,null,null,null,null,null,488
497,Ryan Mallett,BAL,8,34,QB,QB43,null,null,null,null,null,489
498,Nick Foles,KC,5,34,QB,QB44,565,565,565,565,565,490
499,Mike Nugent,CIN,9,41,K,K15,null,null,null,null,null,491
500,Dustin Hopkins,WAS,9,32,K,K16,156.8,156.8,156.8,156.8,156.8,492
501,Walter Powell,BUF,10,31,WR,WR198,null,null,null,null,null,493
502,Matt Bryant,ATL,11,47,K,K17,null,null,null,null,null,494
503,Robbie Gould,CHI,9,40,K,K18,462,462,462,462,462,495
504,Chris Givens,PHI,4,33,WR,WR199,null,null,null,null,null,496
505,Dan Carpenter,BUF,10,37,K,K19,null,null,null,null,null,497
506,Roberto Aguayo,TB,6,28,K,K20,null,null,null,null,null,498
507,Jason Myers,JAX,5,31,K,K21,488,488,488,488,488,499
508,Matt Prater,DET,10,38,K,K22,452,452,452,452,452,500
509,Josh Lambo,LAC,11,32,K,K23,null,null,null,null,null,501
510,Daryl Richardson,PIT,8,32,RB,RB155,null,null,null,null,null,502
511,Sebastian Janikowski,LV,10,45,K,K24,null,null,null,null,null,503
512,Kevin Norwood,CAR,7,33,WR,WR200,null,null,null,null,null,504
513,Nick Novak,HOU,9,41,K,K25,null,null,null,null,null,505
514,Corey Fuller,DET,10,32,WR,WR201,null,null,null,null,null,506
515,Keyarris Garrett,CAR,7,30,WR,WR202,null,null,null,null,null,507
516,Phil Dawson,SF,8,48,K,K26,null,null,null,null,null,508
517,Greg Zuerlein,LAR,8,35,K,K27,482,482,482,482,482,509
518,Joe Banyard,JAX,5,34,RB,RB156,null,null,null,null,null,510
519,Caleb Sturgis,PHI,4,33,K,K28,null,null,null,null,null,511
520,Patrick Murray,CLE,13,31,K,K29,null,null,null,null,null,512
521,Marlon Moore,CLE,13,35,WR,WR203,null,null,null,null,null,513
522,Andrew Franks,MIA,8,30,K,K30,null,null,null,null,null,514
523,Aaron Burbridge,SF,8,29,WR,WR204,null,null,null,null,null,515
524,Eric Weems,ATL,11,37,WR,WR205,null,null,null,null,null,516
525,Evan Spencer,TB,6,29,WR,WR206,null,null,null,null,null,517
526,Rob Housler,CHI,9,34,TE,TE76,null,null,null,null,null,518
527,Cameron Meredith,CHI,9,30,WR,WR207,null,null,null,null,null,519
528,Ryan Succop,TEN,13,36,K,K31,446,446,446,446,446,520
529,Jay Prosch,HOU,9,30,FB,RB157,null,null,null,null,null,521
530,Derek Carrier,WAS,9,32,TE,TE77,null,null,null,null,null,522
531,Will Johnson,NYG,8,34,FB,RB158,null,null,null,null,null,523
532,Trevone Boykin,SEA,5,29,QB,QB45,null,null,null,null,null,524
533,Frankie Hammond,KC,5,33,WR,WR208,null,null,null,null,null,525
534,Raheem Mostert,CLE,13,30,RB,RB159,101.9,101.9,101.9,101.9,101.9,526
535,Rueben Randle,PHI,4,31,WR,WR209,null,null,null,null,null,527
536,Marlon Brown,DEN,11,31,WR,WR210,null,null,null,null,null,528
537,Chase Daniel,PHI,4,36,QB,QB46,528,528,528,528,528,529
538,Isaiah Pead,MIA,8,33,RB,RB160,null,null,null,null,null,530
539,Kai Forbath,NO,5,35,K,K32,null,null,null,null,null,531
540,Storm Johnson,TB,6,30,RB,RB161,null,null,null,null,null,532
541,Geno Smith,NYJ,11,32,QB,QB47,255,255,255,255,255,533
542,Michael Hoomanawanui,NO,5,34,TE,TE78,null,null,null,null,null,534
543,David Cobb,PIT,8,29,RB,RB162,null,null,null,null,null,535
544,John Kuhn,NO,5,40,FB,RB163,null,null,null,null,null,536
545,Shaun Suisham,PIT,8,41,K,K33,null,null,null,null,null,537
546,Stephen Hill,CAR,7,31,WR,WR211,null,null,null,null,null,538
547,Landry Jones,PIT,8,33,QB,QB48,null,null,null,null,null,539
548,Vince Mayle,DAL,7,31,WR,WR212,null,null,null,null,null,540
549,Cody Core,CIN,9,28,WR,WR213,1863,1863,1863,1863,1863,541
550,Brian Tyms,IND,10,34,WR,WR214,null,null,null,null,null,542
551,Joey Iosefa,NE,9,31,RB,RB164,null,null,null,null,null,543
552,AJ McCarron,CIN,9,32,QB,QB49,null,null,null,null,null,544
553,Colt McCoy,WAS,9,36,QB,QB50,null,null,null,null,null,545
554,Niles Paul,WAS,9,33,TE,TE79,null,null,null,null,null,546
555,Phillip Supernaw,TEN,13,33,TE,TE80,null,null,null,null,null,547
556,Trevor Davis,GB,4,29,WR,WR215,null,null,null,null,null,548
557,Gerald Christian,BUF,10,29,TE,TE81,null,null,null,null,null,549
558,Darius Jennings,CLE,13,30,WR,WR216,null,null,null,null,null,550
559,Moritz Böhringer,MIN,6,29,TE,TE82,null,null,null,null,null,551
560,Clay Harbor,NE,9,35,TE,TE83,null,null,null,null,null,552
561,Daniel Braverman,CHI,9,29,WR,WR217,null,null,null,null,null,553
562,Travis Coons,CLE,13,31,K,K34,null,null,null,null,null,554
563,Connor Barth,CHI,9,36,K,K35,null,null,null,null,null,555
564,Alex Collins,SEA,5,28,RB,RB165,null,null,null,null,null,556
565,Shayne Graham,ATL,11,45,K,K36,null,null,null,null,null,557
566,Justin Perillo,GB,4,32,TE,TE84,null,null,null,null,null,558
567,Kellen Moore,DAL,7,33,QB,QB51,null,null,null,null,null,559
568,Darrin Reaves,KC,5,29,RB,RB166,null,null,null,null,null,560
569,Daniel Lasco,NO,5,30,RB,RB167,null,null,null,null,null,561
570,Justice Cunningham,LAR,8,32,TE,TE85,null,null,null,null,null,562
571,E.J. Bibbs,CLE,13,31,TE,TE86,null,null,null,null,null,563
572,Luke Stocker,TB,6,34,TE,TE87,null,null,null,null,null,564
573,Mike Glennon,TB,6,33,QB,QB52,null,null,null,null,null,565
574,EJ Manuel,BUF,10,32,QB,QB53,null,null,null,null,null,566
575,Cody Kessler,CLE,13,29,QB,QB54,null,null,null,null,null,567
576,Logan Paulsen,CHI,9,36,TE,TE88,null,null,null,null,null,568
577,Cody Parkey,PHI,4,31,K,K37,null,null,null,null,null,569
578,Matt Cassel,TEN,13,40,QB,QB55,null,null,null,null,null,570
579,Trent Richardson,BAL,8,32,RB,RB168,null,null,null,null,null,571
580,Bruce Gradkowski,PIT,8,40,QB,QB56,null,null,null,null,null,572
581,Dennis Pitta,BAL,8,37,TE,TE89,null,null,null,null,null,573
582,Christian Hackenberg,NYJ,11,28,QB,QB57,null,null,null,null,null,574
583,Kenny Hilliard,HOU,9,31,RB,RB169,null,null,null,null,null,575
584,Matt Schaub,ATL,11,41,QB,QB58,null,null,null,null,null,576
585,Zach Sudfeld,NYJ,11,33,TE,TE90,null,null,null,null,null,577
586,Scott Tolzien,IND,10,35,QB,QB59,null,null,null,null,null,578
587,Zach Mettenberger,PIT,8,31,QB,QB60,null,null,null,null,null,579
588,Kapri Bibbs,DEN,11,30,RB,RB170,null,null,null,null,null,580
589,Luke McCown,NO,5,41,QB,QB61,null,null,null,null,null,581
590,Drew Stanton,ARI,9,38,QB,QB62,null,null,null,null,null,582
591,Nic Jacobs,JAX,5,31,TE,TE91,null,null,null,null,null,583
592,Brandon Bostick,NYJ,11,33,TE,TE92,null,null,null,null,null,584
593,Glenn Winston,CLE,13,33,RB,RB171,null,null,null,null,null,585
594,Chad Henne,JAX,5,37,QB,QB63,530,530,530,530,530,586
595,Matt Barkley,CHI,9,32,QB,QB64,657,657,657,657,657,587
596,Dan Orlovsky,DET,10,39,QB,QB65,null,null,null,null,null,588
597,Derek Anderson,CAR,7,39,QB,QB66,null,null,null,null,null,589
598,Andre Caldwell,DET,10,37,WR,WR218,null,null,null,null,null,590
599,Matt McGloin,LV,10,33,QB,QB67,null,null,null,null,null,591
600,Nick Boyle,BAL,8,30,TE,TE93,517,517,517,517,517,592
601,Kellen Clemens,LAC,11,39,QB,QB68,null,null,null,null,null,593
602,Sean McGrath,LAC,11,35,TE,TE94,null,null,null,null,null,594
603,Aaron Murray,ARI,9,32,QB,QB69,null,null,null,null,null,595
604,Demarcus Ayers,PIT,8,28,WR,WR219,null,null,null,null,null,596
605,Devin Lucien,NE,9,29,WR,WR220,null,null,null,null,null,597
606,George Winn,DET,10,32,RB,RB172,null,null,null,null,null,598
607,Ryan Nassib,NYG,8,33,QB,QB70,null,null,null,null,null,599
608,Ben Braunecker,CHI,9,29,TE,TE95,null,null,null,null,null,600
609,Mark Sanchez,DAL,7,36,QB,QB71,null,null,null,null,null,601
610,David Johnson,PIT,8,35,TE,TE96,null,null,null,null,null,602
611,David Fales,BAL,8,32,QB,QB72,null,null,null,null,null,603
612,Levine Toilolo,ATL,11,31,TE,TE97,null,null,null,null,null,604
613,AD Denham,HOU,9,31,TE,TE98,null,null,null,null,null,605
614,Daniel Brown,BAL,8,30,TE,TE99,null,null,null,null,null,606
615,Erik Swoope,IND,10,30,TE,TE100,null,null,null,null,null,607
616,John Phillips,DEN,11,35,TE,TE101,null,null,null,null,null,608
617,Troy Niklas,ARI,9,30,TE,TE102,null,null,null,null,null,609
618,Greg Little,BUF,10,33,WR,WR221,null,null,null,null,null,610
619,Brandon Wegher,CAR,7,32,RB,RB173,null,null,null,null,null,611
620,Seantavious Jones,KC,5,30,WR,WR222,null,null,null,null,null,612
621,Nick Vannett,SEA,5,30,TE,TE103,504,504,504,504,504,613
622,John Crockett,GB,4,31,RB,RB174,null,null,null,null,null,614
623,Matthew Mulligan,DET,10,38,TE,TE104,null,null,null,null,null,615
624,Matt Spaeth,PIT,8,39,TE,TE105,null,null,null,null,null,616
625,AJ Derby,NE,9,31,TE,TE106,null,null,null,null,null,617
626,Chris Manhertz,NO,5,30,TE,TE107,498,498,498,498,498,618
627,Randy Bullock,NYG,8,33,K,K38,458,458,458,458,458,619
628,Zac Brooks,SEA,5,30,RB,RB175,null,null,null,null,null,620
629,Brett Hundley,GB,4,29,QB,QB73,1859,1859,1859,1859,1859,621
630,Austin Davis,DEN,11,33,QB,QB74,null,null,null,null,null,622
631,Temarrick Hemingway,LAR,8,29,TE,TE108,758,758,758,758,758,623
632,Xavier Grimble,PIT,8,30,TE,TE109,null,null,null,null,null,624
633,Brittan Golden,ARI,9,34,WR,WR223,null,null,null,null,null,625
634,Brandon Myers,TB,6,37,TE,TE110,null,null,null,null,null,626
635,Tyler Varga,IND,10,28,RB,RB176,null,null,null,null,null,627
636,Cardale Jones,BUF,10,30,QB,QB75,null,null,null,null,null,628
637,George Atkinson,CLE,13,30,RB,RB177,null,null,null,null,null,629
638,Matt Moore,MIA,8,38,QB,QB76,null,null,null,null,null,630
639,Andrew Quarless,DET,10,34,TE,TE111,null,null,null,null,null,631
640,Taylor Heinicke,MIN,6,29,QB,QB77,509,509,509,509,509,632
641,Sean Mannion,LAR,8,30,QB,QB78,577,577,577,577,577,633
642,Tom Savage,HOU,9,32,QB,QB79,null,null,null,null,null,634
643,Asante Cleveland,LAC,11,32,TE,TE112,null,null,null,null,null,635
644,Javontee Herndon,LAC,11,31,WR,WR224,null,null,null,null,null,636
645,Rico Gathers,DAL,7,29,TE,TE113,null,null,null,null,null,637
646,C.J. Uzomah,CIN,9,30,TE,TE114,383,383,383,383,383,638
647,Jacoby Brissett,NE,9,30,QB,QB80,266,266,266,266,266,639
648,Donteea Dye,TB,6,29,WR,WR225,null,null,null,null,null,640
649,Kevin Smith,SEA,5,31,WR,WR226,null,null,null,null,null,641
650,Jonathan Krause,LAC,11,31,WR,WR227,null,null,null,null,null,642
651,Trey Williams,IND,10,30,RB,RB178,null,null,null,null,null,643
652,Rajion Neal,CLE,13,30,RB,RB179,null,null,null,null,null,644
653,Bryce Petty,NYJ,11,31,QB,QB81,null,null,null,null,null,645
654,Trey Burton,PHI,4,31,TE,TE115,null,null,null,null,null,646
655,Nick O'Leary,BUF,10,30,TE,TE116,null,null,null,null,null,647
656,Terrell Watson,CLE,13,29,RB,RB180,null,null,null,null,null,648
657,Tyler Bray,KC,5,31,QB,QB82,null,null,null,null,null,649
658,Randall Telfer,CLE,13,30,TE,TE117,null,null,null,null,null,650
659,Matt LaCosse,NYG,8,30,TE,TE118,754,754,754,754,754,651
660,Jerell Adams,NYG,8,30,TE,TE119,null,null,null,null,null,652
661,Beau Sandland,CAR,7,30,TE,TE120,null,null,null,null,null,653
662,M White,NYJ,11,33,WR,WR228,null,null,null,null,null,654
662,Scott Simonson,CAR,7,30,TE,TE121,null,null,null,null,null,654
664,Sean Renfree,ATL,11,32,QB,QB83,null,null,null,null,null,655
665,Marshawn Lynch,SEA,5,36,RB,RB181,null,null,null,null,null,656
666,Martavis Bryant,PIT,8,31,WR,WR229,null,null,null,null,null,657
667,Calvin Johnson,DET,10,37,WR,WR230,null,null,null,null,null,658
668,Marques Colston,NO,5,39,WR,WR231,null,null,null,null,null,659
669,Peyton Manning,DEN,11,46,QB,QB84,null,null,null,null,null,660
670,Scott Chandler,NE,9,37,TE,TE122,null,null,null,null,null,661
671,Percy Harvin,BUF,10,34,WR,WR232,null,null,null,null,null,662
672,Owen Daniels,DEN,11,40,TE,TE123,null,null,null,null,null,663
673,Heath Miller,PIT,8,40,TE,TE124,null,null,null,null,null,664
674,Ahmad Bradshaw,IND,10,36,RB,RB182,null,null,null,null,null,665
675,Malcom Floyd,LAC,11,41,WR,WR233,null,null,null,null,null,666
676,Brian Hartline,CLE,13,36,WR,WR234,null,null,null,null,null,667
677,Josh Johnson,NYG,8,36,QB,QB85,554,554,554,554,554,668
678,Matthew Slater,NE,9,37,WR,WR235,585,585,585,585,585,669
679,Jace Amaro,TEN,13,30,TE,TE125,null,null,null,null,null,670
680,Chris Gragg,BUF,10,32,TE,TE126,null,null,null,null,null,671
681,Clark Harris,CIN,9,38,LS,LS1,null,null,null,null,null,672
682,Tom Obarski,NYG,8,30,K,K39,null,null,null,null,null,673
683,Stephen Morris,IND,10,30,QB,QB86,null,null,null,null,null,674
684,Ryan Griffin,TB,6,33,QB,QB87,658,658,658,658,658,675
685,Matt Simms,ATL,11,34,QB,QB88,null,null,null,null,null,676
686,Logan Thomas,NYG,8,31,TE,TE127,337,337,337,337,337,677
687,Connor Cook,LV,10,30,QB,QB89,null,null,null,null,null,678
688,Thaddeus Lewis,SF,8,35,QB,QB90,null,null,null,null,null,679
689,Matt Blanchard,CHI,9,33,QB,QB91,null,null,null,null,null,680
690,Nate Sudfeld,WAS,9,29,QB,QB92,566,566,566,566,566,681
691,Jeff Driskel,CIN,9,29,QB,QB93,661,661,661,661,661,682
692,Kevin Hogan,KC,5,30,QB,QB94,null,null,null,null,null,683
693,Garrett Grayson,NO,5,31,QB,QB95,null,null,null,null,null,684
694,Jake Rudock,DET,10,30,QB,QB96,null,null,null,null,null,685
695,Joe Webb,CAR,7,36,QB,QB97,null,null,null,null,null,686
696,Gus Johnson,ATL,11,29,RB,RB183,null,null,null,null,null,687
697,Senorise Perry,CHI,9,31,RB,RB184,null,null,null,null,null,688
698,Dri Archer,BUF,10,31,RB,RB185,null,null,null,null,null,689
699,Dreamius Smith,LAC,11,30,RB,RB186,null,null,null,null,null,690
700,RJ Harris,NO,5,30,WR,WR236,null,null,null,null,null,691
701,Justin Blackmon,JAX,5,33,WR,WR237,null,null,null,null,null,692
702,Jake Stoneburner,LAR,8,33,TE,TE128,null,null,null,null,null,693
703,Cooper Helfet,SEA,5,33,TE,TE129,null,null,null,null,null,694
704,Garrett Graham,DEN,11,36,TE,TE130,null,null,null,null,null,695
705,Jeff Cumberland,LAC,11,35,TE,TE131,null,null,null,null,null,696
706,Michael Williams,NE,9,32,TE,TE132,null,null,null,null,null,697
707,Brian Parker,NYJ,11,30,TE,TE133,null,null,null,null,null,698
708,MarQueis Gray,MIA,8,33,TE,TE134,null,null,null,null,null,699
709,Gabe Holmes,LV,10,31,TE,TE135,null,null,null,null,null,700
710,Kennard Backman,GB,4,30,TE,TE136,null,null,null,null,null,701
711,Thomas Duarte,MIA,8,27,TE,TE137,null,null,null,null,null,702
712,Brandon Doughty,MIA,8,31,QB,QB98,null,null,null,null,null,703
713,Seth DeValve,CLE,13,30,TE,TE138,null,null,null,null,null,704
714,Keith Wenning,CIN,9,32,QB,QB99,null,null,null,null,null,705
715,Jerrod Johnson,DAL,7,34,QB,QB100,null,null,null,null,null,706
716,Dan LeFevour,TB,6,35,QB,QB101,null,null,null,null,null,707
717,Alex Tanney,TEN,13,35,QB,QB102,null,null,null,null,null,708
718,Zac Dysert,ARI,9,33,QB,QB103,null,null,null,null,null,709
719,Cyrus Gray,ATL,11,33,RB,RB187,null,null,null,null,null,710
720,Vincent Brown,NO,5,34,WR,WR238,null,null,null,null,null,711
721,Kashif Moore,KC,5,34,WR,WR239,null,null,null,null,null,712
722,Rodney Smith,SEA,5,33,WR,WR240,null,null,null,null,null,713
723,Cobi Hamilton,PIT,8,32,WR,WR241,null,null,null,null,null,714
724,Ryan Spadola,DET,10,32,WR,WR242,null,null,null,null,null,715
725,Mike Williams,KC,5,35,WR,WR243,null,null,null,null,null,716
