Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
327,Cordarrelle Patterson,CHI,11,31,RB,RB98,91.8,91.8,91.8,91.8,91.8,287
328,Donovan Peoples-Jones,CLE,9,24,WR,WR137,173,173,173,173,173,288
329,Corey Clement,PHI,9,28,RB,RB99,1949,1949,1949,1949,1949,289
330,Mack Hollins,MIA,7,29,WR,WR138,228,228,228,228,228,290
331,Andy Janovich,CLE,9,29,FB,RB100,679,679,679,679,679,291
332,Joe Reed,LAC,6,25,WR,WR139,461,461,461,461,461,292
333,Sewo Olonilua,DAL,10,25,FB,RB101,672,672,672,672,672,293
334,Bennie Fowler,NO,6,31,WR,WR140,null,null,null,null,null,294
335,James Proche II,BAL,7,26,WR,WR141,205,205,205,205,205,295
336,Devontae Booker,LV,6,30,RB,RB102,null,null,null,null,null,296
337,Salvon Ahmed,MIA,7,24,RB,RB103,378,378,378,378,378,297
338,Eric Ebron,PIT,4,29,TE,TE22,null,null,null,null,null,298
339,Andy Isabella,ARI,8,26,WR,WR142,388,388,388,388,388,299
340,Zach Pascal,IND,7,28,WR,WR143,278,278,278,278,278,300
341,KeeSean Johnson,ARI,8,26,WR,WR144,702,702,702,702,702,301
342,Ryan Nall,CHI,11,27,RB,RB104,687,687,687,687,687,302
343,Mitch Trubisky,CHI,11,28,QB,QB33,259,259,259,259,259,303
344,Myles Gaskin,MIA,7,26,RB,RB105,273,273,273,273,273,304
345,Greg Olsen,SEA,6,38,TE,TE23,null,null,null,null,null,305
346,Jimmy Graham,CHI,11,36,TE,TE24,null,null,null,null,null,306
347,C.J. Ham,MIN,7,29,FB,RB106,362,362,362,362,362,307
348,Irv Smith Jr.,MIN,7,24,TE,TE25,147,147,147,147,147,308
349,Alex Erickson,CIN,9,30,WR,WR145,827,827,827,827,827,309
350,Quintez Cephus,DET,5,24,WR,WR146,258,258,258,258,258,310
351,Jace Sternberger,GB,5,26,TE,TE26,740,740,740,740,740,311
352,Dante Pettis,SF,11,27,WR,WR147,376,376,376,376,376,312
353,David Sills V,NYG,11,26,WR,WR148,411,411,411,411,411,313
354,Bo Scarbrough,DET,5,26,RB,RB107,null,null,null,null,null,314
355,Ian Thomas,CAR,13,26,TE,TE27,421,421,421,421,421,315
356,Gerald Everett,LAR,9,28,TE,TE28,310,310,310,310,310,316
357,Isaiah Ford,MIA,7,27,WR,WR149,1858,1858,1858,1858,1858,317
358,T.J. Yeldon,BUF,11,29,RB,RB108,null,null,null,null,null,318
359,Nelson Agholor,LV,6,29,WR,WR150,199,199,199,199,199,319
360,Zay Jones,LV,6,27,WR,WR151,179,179,179,179,179,320
361,Taysom Hill,NO,6,32,TE,TE29,387,387,387,387,387,321
362,Chandler Cox,MIA,7,26,FB,RB109,null,null,null,null,null,322
363,Dare Ogunbowale,JAX,8,28,RB,RB110,287,287,287,287,287,323
364,Robert Foster,GB,5,28,WR,WR152,815,815,815,815,815,324
365,Jordan Wilkins,IND,7,28,RB,RB111,668,668,668,668,668,325
366,Noah Brown,DAL,10,27,WR,WR153,231,231,231,231,231,326
367,Duke Williams,BUF,11,29,WR,WR154,null,null,null,null,null,327
368,Qadree Ollison,ATL,10,26,RB,RB112,340,340,340,340,340,328
369,Dawson Knox,BUF,11,26,TE,TE30,113.9,113.9,113.9,113.9,113.9,329
370,Richie James,SF,11,27,WR,WR155,416,416,416,416,416,330
371,Travis Homer,SEA,6,24,RB,RB113,251,251,251,251,251,331
372,Freddie Swain,SEA,6,24,WR,WR156,211,211,211,211,211,332
373,Kyle Rudolph,MIN,7,33,TE,TE31,386,386,386,386,386,333
374,Braxton Berrios,NYJ,10,27,WR,WR157,191,191,191,191,191,334
375,Devin Asiasi,NE,5,25,TE,TE32,491,491,491,491,491,335
376,Isaiah McKenzie,BUF,11,27,WR,WR158,152.6,152.6,152.6,152.6,152.6,336
377,Dezmon Patmon,IND,7,24,WR,WR159,354,354,354,354,354,337
378,Darren Fells,HOU,8,36,TE,TE33,737,737,737,737,737,338
379,Donte Moncrief,NYJ,10,29,WR,WR160,null,null,null,null,null,339
380,K.J. Osborn,MIN,7,25,WR,WR161,167,167,167,167,167,340
381,Jeff Wilson Jr.,SF,11,27,RB,RB114,233,233,233,233,233,341
382,JaMycal Hasty,SF,11,26,RB,RB115,320,320,320,320,320,342
383,Tyler Eifert,JAX,8,32,TE,TE34,null,null,null,null,null,343
384,Justin Herbert,LAC,6,25,QB,QB34,33.2,33.2,33.2,33.2,33.2,344
385,Travis Benjamin,SF,11,33,WR,WR162,null,null,null,null,null,345
386,Vyncint Smith,NYJ,10,26,WR,WR163,733,733,733,733,733,346
387,Cody Hollister,TEN,4,29,WR,WR164,352,352,352,352,352,347
388,Deonte Harty,NO,6,25,WR,WR165,246,246,246,246,246,348
389,Ameer Abdullah,MIN,7,29,RB,RB116,214,214,214,214,214,349
390,Darrius Shepherd,GB,5,27,WR,WR166,null,null,null,null,null,350
391,Deon Cain,PIT,4,26,WR,WR167,1864,1864,1864,1864,1864,351
392,John Ursua,SEA,6,29,WR,WR168,715,715,715,715,715,352
393,Nick Boyle,BAL,7,30,TE,TE35,517,517,517,517,517,353
394,Wayne Gallman,NYG,11,28,RB,RB117,null,null,null,null,null,354
395,Josh Malone,NYJ,10,26,WR,WR169,724,724,724,724,724,355
396,Cole Kmet,CHI,11,24,TE,TE36,103.7,103.7,103.7,103.7,103.7,356
397,Trey Burton,IND,7,31,TE,TE37,null,null,null,null,null,357
398,Cody Core,NYG,11,28,WR,WR170,1863,1863,1863,1863,1863,358
399,Pharoh Cooper,CAR,13,28,WR,WR171,717,717,717,717,717,359
400,Thaddeus Moss,WAS,8,24,TE,TE38,746,746,746,746,746,360
401,Logan Thomas,WAS,8,31,TE,TE39,337,337,337,337,337,361
402,Jason Moore Jr.,LAC,6,27,WR,WR172,428,428,428,428,428,362
403,Dontrell Hilliard,CLE,9,28,RB,RB118,209,209,209,209,209,363
404,KhaDarel Hodge,CLE,9,28,WR,WR173,275,275,275,275,275,364
405,Collin Johnson,JAX,8,25,WR,WR174,null,null,null,null,null,365
406,Tyrie Cleveland,DEN,5,25,WR,WR175,333,333,333,333,333,366
407,C.J. Uzomah,CIN,9,30,TE,TE40,383,383,383,383,383,367
408,Dan Arnold,ARI,8,27,TE,TE41,395,395,395,395,395,368
409,Dalton Keene,NE,5,23,TE,TE42,738,738,738,738,738,369
410,Isaiah Hodgins,BUF,11,24,WR,WR176,null,null,null,null,null,370
411,Tyler Ervin,GB,5,29,RB,RB119,null,null,null,null,null,371
412,Jason Witten,LV,6,40,TE,TE43,null,null,null,null,null,372
413,Malik Turner,DAL,10,27,WR,WR177,448,448,448,448,448,373
414,Tyler Johnson,TB,13,24,WR,WR178,276,276,276,276,276,374
415,Auden Tate,CIN,9,26,WR,WR179,334,334,334,334,334,375
416,Marcell Ateman,LV,6,28,WR,WR180,null,null,null,null,null,376
417,David Njoku,CLE,9,26,TE,TE44,152.5,152.5,152.5,152.5,152.5,377
418,Ryan Fitzpatrick,MIA,7,40,QB,QB35,null,null,null,null,null,378
419,James O'Shaughnessy,JAX,8,31,TE,TE45,818,818,818,818,818,379
420,Chad Beebe,MIN,7,28,WR,WR181,1862,1862,1862,1862,1862,380
421,Byron Pringle,KC,10,29,WR,WR182,197,197,197,197,197,381
422,DeAndre Carter,HOU,8,29,WR,WR183,366,366,366,366,366,382
423,Jordan Reed,SF,11,32,TE,TE46,null,null,null,null,null,383
424,Jeremy Sprinkle,WAS,8,28,TE,TE47,751,751,751,751,751,384
425,Alec Ingold,LV,6,26,FB,RB120,409,409,409,409,409,385
426,Andre Roberts,BUF,11,35,WR,WR184,470,470,470,470,470,386
427,Cameron Brate,TB,13,31,TE,TE48,356,356,356,356,356,387
428,Riley Ridley,CHI,11,26,WR,WR185,null,null,null,null,null,388
429,KJ Hill Jr.,LAC,6,25,WR,WR186,714,714,714,714,714,389
430,O.J. Howard,TB,13,28,TE,TE49,418,418,418,418,418,390
431,Jacob Hollister,SEA,6,29,TE,TE50,736,736,736,736,736,391
432,Trent Sherfield,ARI,8,27,WR,WR187,300,300,300,300,300,392
433,Vance McDonald,PIT,4,32,TE,TE51,null,null,null,null,null,393
434,D'Ernest Johnson,CLE,9,27,RB,RB121,267,267,267,267,267,394
435,Jarrett Stidham,NE,5,26,QB,QB36,534,534,534,534,534,395
436,Anthony Firkser,TEN,4,28,TE,TE52,429,429,429,429,429,396
437,Adam Shaheen,MIA,7,28,TE,TE53,null,null,null,null,null,397
438,C.J. Board,NYG,11,29,WR,WR188,826,826,826,826,826,398
439,Andrew Beck,DEN,5,26,TE,TE54,499,499,499,499,499,399
440,Trayveon Williams,CIN,9,25,RB,RB122,410,410,410,410,410,400
441,Marcus Mariota,LV,6,29,QB,QB37,245,245,245,245,245,401
442,Robert Tonyan,GB,5,28,TE,TE55,145.3,145.3,145.3,145.3,145.3,402
443,Jordan Akins,HOU,8,30,TE,TE56,405,405,405,405,405,403
444,Wendell Smallwood,PIT,4,29,RB,RB123,null,null,null,null,null,404
445,Khari Blasingame,TEN,4,26,FB,RB124,447,447,447,447,447,405
446,Trenton Cannon,CAR,13,28,RB,RB125,372,372,372,372,372,406
447,Jameis Winston,NO,6,29,QB,QB38,148.1,148.1,148.1,148.1,148.1,407
448,Elijhaa Penny,NYG,11,29,RB,RB126,676,676,676,676,676,408
449,Alex Armah,CAR,13,28,FB,RB127,837,837,837,837,837,409
450,Brandon Zylstra,CAR,13,29,WR,WR189,716,716,716,716,716,410
451,Harrison Bryant,CLE,9,24,TE,TE57,379,379,379,379,379,411
452,Mike Warren II,PHI,9,24,RB,RB128,null,null,null,null,null,412
453,Josiah Deguara,GB,5,26,TE,TE58,436,436,436,436,436,413
454,Patrick Ricard,BAL,7,28,FB,RB129,355,355,355,355,355,414
455,J.J. Taylor,NE,5,25,RB,RB130,299,299,299,299,299,415
456,Ray-Ray McCloud III,PIT,4,26,WR,WR190,279,279,279,279,279,416
457,Dalton Schultz,DAL,10,26,TE,TE59,62.9,62.9,62.9,62.9,62.9,417
458,Keith Smith,ATL,10,30,FB,RB131,380,380,380,380,380,418
459,Elijah McGuire,DAL,10,28,RB,RB132,696,696,696,696,696,419
460,Artavis Pierce,CHI,11,26,RB,RB133,688,688,688,688,688,420
461,Daurice Fountain,IND,7,27,WR,WR191,828,828,828,828,828,421
462,Brandon Powell,ATL,10,27,WR,WR192,516,516,516,516,516,422
463,Jauan Jennings,SF,11,25,WR,WR193,207,207,207,207,207,423
464,Jalen Hurts,PHI,9,24,QB,QB39,56,56,56,56,56,424
465,Nick O'Leary,LV,6,30,TE,TE60,null,null,null,null,null,425
466,Amara Darboh,PIT,4,29,WR,WR194,null,null,null,null,null,426
467,Buddy Howell,HOU,8,26,RB,RB134,null,null,null,null,null,427
468,Levine Toilolo,NYG,11,31,TE,TE61,null,null,null,null,null,428
469,Jamize Olawale,DAL,10,33,FB,RB135,null,null,null,null,null,429
470,Will Dissly,SEA,6,26,TE,TE62,414,414,414,414,414,430
471,Chris Moore,BAL,7,29,WR,WR195,237,237,237,237,237,431
472,Adam Trautman,NO,6,26,TE,TE63,403,403,403,403,403,432
473,Kevin White,SF,11,29,WR,WR196,731,731,731,731,731,433
474,Chad Hansen,HOU,8,28,WR,WR197,726,726,726,726,726,434
475,Jeff Smith,NYJ,10,25,WR,WR198,391,391,391,391,391,435
476,Kerrith Whyte Jr.,DET,5,26,RB,RB136,788,788,788,788,788,436
477,Nick Vannett,DEN,5,30,TE,TE64,504,504,504,504,504,437
478,Theo Riddick,LV,6,31,RB,RB137,null,null,null,null,null,438
479,Maxx Williams,ARI,8,28,TE,TE65,426,426,426,426,426,439
480,Jesper Horsted,CHI,11,26,TE,TE66,518,518,518,518,518,440
481,Nsimba Webster,LAR,9,27,WR,WR199,393,393,393,393,393,441
482,Luke Stocker,ATL,10,34,TE,TE67,null,null,null,null,null,442
483,Diontae Spencer,DEN,5,30,WR,WR200,711,711,711,711,711,443
484,MyCole Pruitt,TEN,4,30,TE,TE68,545,545,545,545,545,444
485,Daniel Carlson,LV,6,28,K,K15,137.9,137.9,137.9,137.9,137.9,445
486,Derek Watt,PIT,4,30,FB,RB138,434,434,434,434,434,446
487,Drew Sample,CIN,9,26,TE,TE69,442,442,442,442,442,447
488,Mo Alie-Cox,IND,7,29,TE,TE70,346,346,346,346,346,448
489,Brycen Hopkins,LAR,9,25,TE,TE71,487,487,487,487,487,449
490,Alexander Hollins,MIN,7,26,WR,WR201,null,null,null,null,null,450
491,Jason Myers,SEA,6,31,K,K16,488,488,488,488,488,451
492,Josh Adams,NYJ,10,26,RB,RB139,691,691,691,691,691,452
493,Mason Crosby,GB,5,38,K,K17,464,464,464,464,464,453
494,Austin Seibert,CLE,9,26,K,K18,483,483,483,483,483,454
495,PJ Walker,CAR,13,28,QB,QB40,580,580,580,580,580,455
496,John Wolford,LAR,9,27,QB,QB41,531,531,531,531,531,456
497,Randy Bullock,CIN,9,33,K,K19,458,458,458,458,458,457
498,Kyle Allen,WAS,8,27,QB,QB42,542,542,542,542,542,458
499,Foster Moreau,LV,6,25,TE,TE72,399,399,399,399,399,459
500,Fred Brown,DEN,5,29,WR,WR202,null,null,null,null,null,460
501,Stephen Gostkowski,TEN,4,39,K,K20,null,null,null,null,null,461
502,Michael Badgley,LAC,6,27,K,K21,null,null,null,null,null,462
503,Anthony Sherman,KC,10,34,FB,RB140,null,null,null,null,null,463
504,Josh Lambo,JAX,8,32,K,K22,null,null,null,null,null,464
505,Jason Sanders,MIA,7,27,K,K23,463,463,463,463,463,465
506,Ryan Griffin,NYJ,10,33,TE,TE73,427,427,427,427,427,466
507,Ricky Seals-Jones,KC,10,27,TE,TE74,745,745,745,745,745,467
508,Joey Slye,CAR,13,26,K,K24,480,480,480,480,480,468
509,Rodrigo Blankenship,IND,7,26,K,K25,160.1,160.1,160.1,160.1,160.1,469
510,Gehrig Dieter,KC,10,30,WR,WR203,723,723,723,723,723,470
511,Ryan Succop,TB,13,36,K,K26,446,446,446,446,446,471
512,Ryan Izzo,NE,5,27,TE,TE75,835,835,835,835,835,472
513,Sam Ficken,NYJ,10,30,K,K27,767,767,767,767,767,473
514,Tyler Bass,BUF,11,26,K,K28,145.4,145.4,145.4,145.4,145.4,474
515,Keelan Doss,LV,6,26,WR,WR204,725,725,725,725,725,475
516,Taiwan Jones,BUF,11,34,RB,RB141,694,694,694,694,694,476
517,Donald Parham Jr.,LAC,6,25,TE,TE76,404,404,404,404,404,477
518,Kahale Warring,HOU,8,25,TE,TE77,739,739,739,739,739,478
519,Ventell Bryant,DAL,10,26,WR,WR205,null,null,null,null,null,479
520,Eddy Piñeiro,CHI,11,27,K,K29,479,479,479,479,479,480
521,Graham Gano,NYG,11,35,K,K30,472,472,472,472,472,481
522,Kaden Smith,NYG,11,25,TE,TE78,null,null,null,null,null,482
523,Samuel Sloman,LAR,9,25,K,K31,821,821,821,821,821,483
524,Andy Dalton,DAL,10,35,QB,QB43,477,477,477,477,477,484
525,Dustin Hopkins,WAS,8,32,K,K32,156.8,156.8,156.8,156.8,156.8,485
526,Joshua Perkins,PHI,9,29,TE,TE79,null,null,null,null,null,486
527,Josh Hill,NO,6,32,TE,TE80,null,null,null,null,null,487
528,Charlie Woerner,SF,11,25,TE,TE81,505,505,505,505,505,488
529,Jesse James,DET,5,28,TE,TE82,null,null,null,null,null,489
530,Cameron Batson,TEN,4,27,WR,WR206,465,465,465,465,465,490
531,Blake Bell,DAL,10,31,TE,TE83,null,null,null,null,null,491
532,Kenjon Barner,TB,13,33,RB,RB142,null,null,null,null,null,492
533,Keith Kirkwood,CAR,13,28,WR,WR207,732,732,732,732,732,493
534,Josh Oliver,JAX,8,25,TE,TE84,563,563,563,563,563,494
535,Chris Manhertz,CAR,13,30,TE,TE85,498,498,498,498,498,495
536,Alex Smith,WAS,8,38,QB,QB44,null,null,null,null,null,496
537,Tony Jones Jr.,NO,6,25,RB,RB143,306,306,306,306,306,497
538,Jordan Thomas,ARI,8,26,TE,TE86,null,null,null,null,null,498
539,Steven Mitchell Jr.,HOU,8,28,WR,WR208,null,null,null,null,null,499
540,Albert Okwuegbunam,DEN,5,24,TE,TE87,154.9,154.9,154.9,154.9,154.9,500
541,Geoff Swaim,TEN,4,29,TE,TE88,408,408,408,408,408,501
542,Ashton Dulin,IND,7,25,WR,WR209,293,293,293,293,293,502
543,Xavier Jones,LAR,9,25,RB,RB144,834,834,834,834,834,503
544,Marcedes Lewis,GB,5,38,TE,TE89,438,438,438,438,438,504
545,Nick Bellore,SEA,6,33,LB,LB1,678,678,678,678,678,505
546,Derek Carrier,LV,6,32,TE,TE90,null,null,null,null,null,506
547,Will Grier,CAR,13,27,QB,QB45,643,643,643,643,643,507
548,J.P. Holtz,CHI,11,29,TE,TE91,750,750,750,750,750,508
549,Raymond Calais,LAR,9,24,RB,RB145,833,833,833,833,833,509
550,Luke Willson,SEA,6,33,TE,TE92,null,null,null,null,null,510
551,Trevon Wesco,NYJ,10,27,TE,TE93,574,574,574,574,574,511
552,Tommy Sweeney,BUF,11,27,TE,TE94,443,443,443,443,443,512
553,Jacoby Brissett,IND,7,30,QB,QB46,266,266,266,266,266,513
554,Jerell Adams,BAL,7,30,TE,TE95,null,null,null,null,null,514
555,Lil'Jordan Humphrey,NO,6,24,WR,WR210,451,451,451,451,451,515
556,Colby Parkinson,SEA,6,24,TE,TE96,561,561,561,561,561,516
557,John Kelly Jr.,CLE,9,26,RB,RB146,812,812,812,812,812,517
558,Jason Croom,BUF,11,29,TE,TE97,null,null,null,null,null,518
559,Matthew Slater,NE,5,37,WR,WR211,585,585,585,585,585,519
560,Stephen Carlson,CLE,9,26,TE,TE98,735,735,735,735,735,520
561,Deon Yelder,KC,10,28,TE,TE99,757,757,757,757,757,521
562,Durham Smythe,MIA,7,27,TE,TE100,420,420,420,420,420,522
563,Richard Rodgers,PHI,9,31,TE,TE101,741,741,741,741,741,523
564,Stanley Morgan,CIN,9,26,WR,WR212,396,396,396,396,396,524
565,Case Keenum,CLE,9,35,QB,QB47,514,514,514,514,514,525
566,Taywan Taylor,CLE,9,28,WR,WR213,null,null,null,null,null,526
567,Tyron Johnson,LAC,6,27,WR,WR214,341,341,341,341,341,527
568,Logan Woodside,TEN,4,28,QB,QB48,646,646,646,646,646,528
569,Mason Rudolph,PIT,4,27,QB,QB49,567,567,567,567,567,529
570,Brian Hoyer,NE,5,37,QB,QB50,540,540,540,540,540,530
571,Travis Fulgham,PHI,9,27,WR,WR215,433,433,433,433,433,531
572,Dwayne Washington,NO,6,28,RB,RB147,359,359,359,359,359,532
573,Jakob Johnson,NE,5,28,FB,RB148,422,422,422,422,422,533
574,Jordan Love,GB,5,24,QB,QB51,538,538,538,538,538,534
575,Chase Daniel,DET,5,36,QB,QB52,528,528,528,528,528,535
576,Jaeden Graham,ATL,10,27,TE,TE102,761,761,761,761,761,536
577,AJ McCarron,HOU,8,32,QB,QB53,null,null,null,null,null,537
578,Jeff Driskel,DEN,5,29,QB,QB54,661,661,661,661,661,538
579,Robert Griffin III,BAL,7,33,QB,QB55,null,null,null,null,null,539
580,Hale Hentges,WAS,8,26,TE,TE103,null,null,null,null,null,540
581,Levante Bellamy,DEN,5,26,RB,RB149,null,null,null,null,null,541
582,Matt Barkley,BUF,11,32,QB,QB56,657,657,657,657,657,542
583,Samaje Perine,CIN,9,27,RB,RB150,203,203,203,203,203,543
584,Geno Smith,SEA,6,32,QB,QB57,255,255,255,255,255,544
585,Michael Burton,NO,6,31,FB,RB151,424,424,424,424,424,545
586,Marcus Baugh,WAS,8,28,TE,TE104,null,null,null,null,null,546
587,Cam Sims,WAS,8,27,WR,WR216,326,326,326,326,326,547
588,Matt Moore,KC,10,38,QB,QB58,null,null,null,null,null,548
589,Daniel Brown,NYJ,10,30,TE,TE105,null,null,null,null,null,549
590,Senorise Perry,TEN,4,31,RB,RB152,null,null,null,null,null,550
591,Rico Gafford,LV,6,26,CB,DB1,775,775,775,775,775,551
592,Trey Edmunds,PIT,4,28,RB,RB153,671,671,671,671,671,552
593,Dexter Williams,GB,5,26,RB,RB154,684,684,684,684,684,553
594,Jake Luton,JAX,8,26,QB,QB59,651,651,651,651,651,554
595,Ryan Finley,CIN,9,28,QB,QB60,null,null,null,null,null,555
596,Brett Hundley,ARI,8,29,QB,QB61,1859,1859,1859,1859,1859,556
597,Marcus Kemp,KC,10,27,WR,WR217,1950,1950,1950,1950,1950,557
598,Jacob Eason,IND,7,25,QB,QB62,641,641,641,641,641,558
599,JoJo Natson,CLE,9,29,WR,WR218,null,null,null,null,null,559
600,Matt Schaub,ATL,10,41,QB,QB63,null,null,null,null,null,560
601,Colt McCoy,NYG,11,36,QB,QB64,null,null,null,null,null,561
602,DeAndrew White,BAL,7,31,WR,WR219,null,null,null,null,null,562
603,Jaleel Scott,NYJ,10,28,WR,WR220,null,null,null,null,null,563
604,David Blough,DET,5,27,QB,QB65,581,581,581,581,581,564
605,Joshua Dobbs,PIT,4,28,QB,QB66,551,551,551,551,551,565
606,Josh Rosen,TB,13,26,QB,QB67,null,null,null,null,null,566
607,Andre Patton,ARI,8,28,WR,WR221,null,null,null,null,null,567
608,Reggie Begelton,GB,5,29,WR,WR222,null,null,null,null,null,568
609,Johnny Mundt,LAR,9,28,TE,TE106,524,524,524,524,524,569
610,Eric Saubert,CHI,11,28,TE,TE107,512,512,512,512,512,570
611,Ishmael Hyman,CAR,13,27,WR,WR223,null,null,null,null,null,571
612,Sean Mannion,MIN,7,30,QB,QB68,577,577,577,577,577,572
613,Nathan Cottrell,JAX,8,26,RB,RB155,689,689,689,689,689,573
614,Ben DiNucci,DAL,10,26,QB,QB69,650,650,650,650,650,574
615,Tyler Conklin,MIN,7,27,TE,TE108,363,363,363,363,363,575
616,Cullen Gillaspia,HOU,8,27,LB,LB2,695,695,695,695,695,576
617,Nick Mullens,SF,11,27,QB,QB70,536,536,536,536,536,577
618,Blaine Gabbert,TB,13,33,QB,QB71,523,523,523,523,523,578
619,Mike Glennon,JAX,8,33,QB,QB72,null,null,null,null,null,579
620,D.J. Foster,ARI,8,29,RB,RB156,null,null,null,null,null,580
621,Isaiah Wright,WAS,8,26,WR,WR224,null,null,null,null,null,581
622,Jake Fromm,BUF,11,24,QB,QB73,649,649,649,649,649,582
623,Cyril Grayson Jr.,TB,13,29,WR,WR225,727,727,727,727,727,583
624,Trevor Siemian,TEN,4,31,QB,QB74,537,537,537,537,537,584
625,Lee Smith,BUF,11,35,TE,TE109,null,null,null,null,null,585
626,Joe Flacco,NYJ,10,38,QB,QB75,456,456,456,456,456,586
627,Jake Butt,DEN,5,27,TE,TE110,null,null,null,null,null,587
628,James Morgan,NYJ,10,26,QB,QB76,652,652,652,652,652,588
629,Chad Henne,KC,10,37,QB,QB77,530,530,530,530,530,589
630,Cethan Carter,CIN,9,27,TE,TE111,584,584,584,584,584,590
631,Ross Travis,NYJ,10,30,TE,TE112,null,null,null,null,null,591
632,Binjimen Victor,NYG,11,26,WR,WR226,819,819,819,819,819,592
633,Nick Folk,NE,5,38,K,K33,454,454,454,454,454,593
634,Greg Joseph,TB,13,28,K,K34,457,457,457,457,457,594
635,Chase McLaughlin,MIN,7,26,K,K35,765,765,765,765,765,595
636,Isaac Nauta,DET,5,25,TE,TE113,null,null,null,null,null,596
637,Antony Auclair,TB,13,29,TE,TE114,744,744,744,744,744,597
638,Zach Gentry,PIT,4,26,TE,TE115,475,475,475,475,475,598
639,Nate Stanley,MIN,7,25,QB,QB78,832,832,832,832,832,599
640,Brett Maher,WAS,8,33,K,K36,460,460,460,460,460,600
641,Ross Dwelley,SF,11,28,TE,TE116,515,515,515,515,515,601
642,Cole Hikutini,DAL,10,28,TE,TE117,null,null,null,null,null,602
643,New York Jets,NYJ,10,null,DST,DST27,130.8,130.8,130.8,130.8,130.8,603
643,Darrell Daniels,ARI,8,28,TE,TE118,856,856,856,856,856,603
645,Justin Rohrwasser,NE,5,26,K,K37,null,null,null,null,null,604
646,Atlanta Falcons,ATL,10,null,DST,DST28,187,187,187,187,187,605
646,Devlin Hodges,PIT,4,26,QB,QB79,null,null,null,null,null,605
648,Hunter Bryant,DET,5,24,TE,TE119,743,743,743,743,743,606
649,Arizona Cardinals,ARI,8,null,DST,DST29,165.6,165.6,165.6,165.6,165.6,607
649,Jon'Vea Johnson,DAL,10,27,WR,WR227,null,null,null,null,null,607
651,Detroit Lions,DET,5,null,DST,DST30,148.9,148.9,148.9,148.9,148.9,608
651,C.J. Beathard,SF,11,29,QB,QB80,553,553,553,553,553,608
653,New York Giants,NYG,11,null,DST,DST31,180,180,180,180,180,609
653,Caleb Wilson,PHI,9,26,TE,TE120,756,756,756,756,756,609
655,David Fales,NYJ,10,32,QB,QB81,null,null,null,null,null,610
656,Las Vegas Raiders,LV,6,null,DST,DST32,190,190,190,190,190,611
656,Tanner Hudson,TB,13,28,TE,TE121,559,559,559,559,559,611
658,Ryan Griffin,TB,13,33,QB,QB82,658,658,658,658,658,612
659,Tim Boyle,GB,5,28,QB,QB83,645,645,645,645,645,613
660,Adam Vinatieri,IND,7,50,K,K38,null,null,null,null,null,614
661,Calais Campbell,BAL,7,36,DE,DL1,1483,1483,1483,1483,1483,615
662,Johnathan Joseph,TEN,4,38,CB,DB2,null,null,null,null,null,616
663,Drew Stanton,CLE,9,38,QB,QB84,null,null,null,null,null,617
664,Thomas Davis Sr.,WAS,8,39,OLB,LB3,null,null,null,null,null,618
665,Josh McCown,PHI,9,43,QB,QB85,null,null,null,null,null,619
666,Patrick Chung,NE,5,35,FS,DB3,null,null,null,null,null,620
667,Jason McCourty,NE,5,35,CB,DB4,null,null,null,null,null,621
668,Malcolm Jenkins,NO,6,35,SS,DB5,null,null,null,null,null,622
669,Kyle Love,TB,13,36,NT,DL2,null,null,null,null,null,623
670,Devin McCourty,NE,5,35,DB,DB6,1820,1820,1820,1820,1820,624
671,Geno Atkins,CIN,9,34,DT,DL3,null,null,null,null,null,625
672,Carlos Dunlap,CIN,9,34,DE,DL4,1979,1979,1979,1979,1979,626
673,Joe Haden,PIT,4,33,CB,DB7,null,null,null,null,null,627
674,Kareem Jackson,DEN,5,34,S,DB8,1131,1131,1131,1131,1131,628
675,Sherrick McManis,CHI,11,35,DB,DB9,null,null,null,null,null,629
676,Earl Mitchell,SF,11,35,DT,DL5,null,null,null,null,null,630
677,Jerry Hughes,BUF,11,34,DL,DL6,1027,1027,1027,1027,1027,631
678,Tyson Alualu,PIT,4,35,DT,DL7,1410,1410,1410,1410,1410,632
679,Demaryius Thomas,NYJ,10,35,WR,WR228,null,null,null,null,null,633
680,Sean Lee,DAL,10,36,OLB,LB4,null,null,null,null,null,634
681,Linval Joseph,LAC,6,34,DT,DL8,null,null,null,null,null,635
682,Brandon Graham,PHI,9,34,DE,DL9,1257,1257,1257,1257,1257,636
683,Ndamukong Suh,TB,13,36,NT,DL10,null,null,null,null,null,637
684,Everson Griffen,DAL,10,35,DE,DL11,null,null,null,null,null,638
685,Joe Webb,HOU,8,36,QB,QB86,null,null,null,null,null,639
686,Corey Peters,ARI,8,34,DT,DL12,null,null,null,null,null,640
687,Patrick Robinson,NO,6,35,CB,DB10,null,null,null,null,null,641
688,Gerald McCoy,DAL,10,35,DT,DL13,null,null,null,null,null,642
689,Tramaine Brock Sr.,JAX,8,34,CB,DB11,null,null,null,null,null,643
690,Earl Thomas III,BAL,7,33,FS,DB12,null,null,null,null,null,644
691,Steve McLendon,NYJ,10,37,NT,DL14,null,null,null,null,null,645
692,Jason Pierre-Paul,TB,13,34,OLB,LB5,null,null,null,null,null,646
693,Clark Harris,CIN,9,38,LS,LS1,null,null,null,null,null,647
